CustomerRiskRank,ChurnProbability,ChurnProbabilityPercent,RiskCategory,RetentionPriority
3414,0.19137649714314575,19.14,Low,Low Priority
3415,0.19133740176427047,19.13,Low,Low Priority
3416,0.19118529268352777,19.12,Low,Low Priority
3417,0.1911151510681357,19.11,Low,Low Priority
3418,0.19091535765024167,19.09,Low,Low Priority
3419,0.19089961748934037,19.09,Low,Low Priority
3420,0.19086917100736478,19.09,Low,Low Priority
3421,0.1908007865281217,19.08,Low,Low Priority
3422,0.1907175642190256,19.07,Low,Low Priority
3423,0.1906745278306662,19.07,Low,Low Priority
3424,0.19047213306622257,19.05,Low,Low Priority
3425,0.19044935686406178,19.04,Low,Low Priority
3426,0.18988145585613514,18.99,Low,Low Priority
3427,0.1894500762860987,18.95,Low,Low Priority
3428,0.18914205660912498,18.91,Low,Low Priority
3429,0.1888622783264942,18.89,Low,Low Priority
3430,0.1886093492330394,18.86,Low,Low Priority
3431,0.18852834391965434,18.85,Low,Low Priority
3432,0.18844867935311566,18.84,Low,Low Priority
3433,0.18830047683604384,18.83,Low,Low Priority
3434,0.18827779385238957,18.83,Low,Low Priority
3435,0.18818025946460315,18.82,Low,Low Priority
3436,0.18815120714959926,18.82,Low,Low Priority
3437,0.18789427667661626,18.79,Low,Low Priority
3438,0.1877085068735782,18.77,Low,Low Priority
3439,0.1876333181955933,18.76,Low,Low Priority
3440,0.18743849257997955,18.74,Low,Low Priority
3441,0.18720483504203053,18.72,Low,Low Priority
3442,0.18714561742068736,18.71,Low,Low Priority
3443,0.18682964080299144,18.68,Low,Low Priority
3444,0.18678412970426078,18.68,Low,Low Priority
3445,0.18656166470393665,18.66,Low,Low Priority
3446,0.18645829212516257,18.65,Low,Low Priority
3447,0.18645829212516257,18.65,Low,Low Priority
3448,0.18643364367910636,18.64,Low,Low Priority
3449,0.18637901340355278,18.64,Low,Low Priority
3450,0.18617255814493586,18.62,Low,Low Priority
3451,0.18611535983331584,18.61,Low,Low Priority
3452,0.18594407620721637,18.59,Low,Low Priority
3453,0.18577291423431472,18.58,Low,Low Priority
3454,0.1857646801091194,18.58,Low,Low Priority
3455,0.18565417623544017,18.57,Low,Low Priority
3456,0.1856018738944383,18.56,Low,Low Priority
3457,0.18557273164192242,18.56,Low,Low Priority
3458,0.18554376964196836,18.55,Low,Low Priority
3459,0.18551811648995772,18.55,Low,Low Priority
3460,0.18544517773967928,18.54,Low,Low Priority
3461,0.1854309551672877,18.54,Low,Low Priority
3462,0.18534725733992707,18.53,Low,Low Priority
3463,0.18534725733992707,18.53,Low,Low Priority
3464,0.18526015803243692,18.53,Low,Low Priority
3465,0.18526015803243692,18.53,Low,Low Priority
3466,0.18508948246933352,18.51,Low,Low Priority
3467,0.18508948246933352,18.51,Low,Low Priority
3468,0.1850333296068665,18.5,Low,Low Priority
3469,0.1849189284572988,18.49,Low,Low Priority
3470,0.18487685627828326,18.49,Low,Low Priority
3471,0.1847665405545649,18.48,Low,Low Priority
3472,0.18474849597552814,18.47,Low,Low Priority
3473,0.18457818500309123,18.46,Low,Low Priority
3474,0.1845716605525958,18.46,Low,Low Priority
3475,0.18440799551893208,18.44,Low,Low Priority
3476,0.18440799551893208,18.44,Low,Low Priority
3477,0.18423792750186951,18.42,Low,Low Priority
3478,0.1842131321138583,18.42,Low,Low Priority
3479,0.1841447455889631,18.41,Low,Low Priority
3480,0.18410655814821877,18.41,Low,Low Priority
3481,0.18409512315438162,18.41,Low,Low Priority
3482,0.18408415186959856,18.41,Low,Low Priority
3483,0.1840386611407764,18.4,Low,Low Priority
3484,0.18400985785288212,18.4,Low,Low Priority
3485,0.183984759353071,18.4,Low,Low Priority
3486,0.183984759353071,18.4,Low,Low Priority
3487,0.18398394375476448,18.4,Low,Low Priority
3488,0.18385033994540867,18.39,Low,Low Priority
3489,0.18382027097539777,18.38,Low,Low Priority
3490,0.18372845203957422,18.37,Low,Low Priority
3491,0.18364534942027425,18.36,Low,Low Priority
3492,0.18364534942027425,18.36,Low,Low Priority
3493,0.1835588696765874,18.36,Low,Low Priority
3494,0.1835588696765874,18.36,Low,Low Priority
3495,0.18347582652042954,18.35,Low,Low Priority
3496,0.1834617948902102,18.35,Low,Low Priority
3497,0.18338940867291934,18.34,Low,Low Priority
3498,0.18327200723329207,18.33,Low,Low Priority
3499,0.18327200723329207,18.33,Low,Low Priority
3500,0.18302617918434086,18.3,Low,Low Priority
3501,0.1829918022775272,18.3,Low,Low Priority
3502,0.18298471847721273,18.3,Low,Low Priority
3503,0.18293361740027406,18.29,Low,Low Priority
3504,0.18293361740027406,18.29,Low,Low Priority
3505,0.18290231328047354,18.29,Low,Low Priority
3506,0.1827989481864447,18.28,Low,Low Priority
3507,0.182669677243396,18.27,Low,Low Priority
3508,0.18259571267800329,18.26,Low,Low Priority
3509,0.18253670197824248,18.25,Low,Low Priority
3510,0.18251930486000253,18.25,Low,Low Priority
3511,0.18246360553063087,18.25,Low,Low Priority
3512,0.18242694217736052,18.24,Low,Low Priority
3513,0.1823459335999568,18.23,Low,Low Priority
3514,0.18230793743083587,18.23,Low,Low Priority
3515,0.1819771457275446,18.2,Low,Low Priority
3516,0.18195557844379256,18.2,Low,Low Priority
3517,0.18195557844379256,18.2,Low,Low Priority
3518,0.18178726802555223,18.18,Low,Low Priority
3519,0.1817609668782987,18.18,Low,Low Priority
3520,0.18175307204861363,18.18,Low,Low Priority
3521,0.18174150867096767,18.17,Low,Low Priority
3522,0.18172946128577755,18.17,Low,Low Priority
3523,0.18172853658181212,18.17,Low,Low Priority
3524,0.18145352829250058,18.15,Low,Low Priority
3525,0.18145101053534332,18.15,Low,Low Priority
3526,0.1814261954500814,18.14,Low,Low Priority
3527,0.18141686378700903,18.14,Low,Low Priority
3528,0.18133611220119178,18.13,Low,Low Priority
3529,0.18124894127566513,18.12,Low,Low Priority
3530,0.1812244587905943,18.12,Low,Low Priority
3531,0.18119140209848977,18.12,Low,Low Priority
3532,0.1811760866458012,18.12,Low,Low Priority
3533,0.1811667112560577,18.12,Low,Low Priority
3534,0.1811667112560577,18.12,Low,Low Priority
3535,0.18088875502942453,18.09,Low,Low Priority
3536,0.1808816398565153,18.09,Low,Low Priority
3537,0.18083134794216682,18.08,Low,Low Priority
3538,0.18074589993731205,18.07,Low,Low Priority
3539,0.18072526767358263,18.07,Low,Low Priority
3540,0.18066384778117284,18.07,Low,Low Priority
3541,0.18066384778117284,18.07,Low,Low Priority
3542,0.18043753022011977,18.04,Low,Low Priority
3543,0.18031855148230025,18.03,Low,Low Priority
3544,0.1800348528649883,18.0,Low,Low Priority
3545,0.17984426821919883,17.98,Low,Low Priority
3546,0.17976923685358165,17.98,Low,Low Priority
3547,0.17964917316462764,17.96,Low,Low Priority
3548,0.17949473233363528,17.95,Low,Low Priority
3549,0.17932819921702572,17.93,Low,Low Priority
3550,0.17919936684926877,17.92,Low,Low Priority
3551,0.17916025283476703,17.92,Low,Low Priority
3552,0.17914720993613825,17.91,Low,Low Priority
3553,0.17911840443253918,17.91,Low,Low Priority
3554,0.17888540687367085,17.89,Low,Low Priority
3555,0.1788179481617557,17.88,Low,Low Priority
3556,0.17867904951341831,17.87,Low,Low Priority
3557,0.17860350613094947,17.86,Low,Low Priority
3558,0.1781749097632601,17.82,Low,Low Priority
3559,0.17808178704055594,17.81,Low,Low Priority
3560,0.1780718928787036,17.81,Low,Low Priority
3561,0.1780442663281416,17.8,Low,Low Priority
3562,0.17801700762390985,17.8,Low,Low Priority
3563,0.17799178959175907,17.8,Low,Low Priority
3564,0.17794111656613112,17.79,Low,Low Priority
3565,0.1778924895798563,17.79,Low,Low Priority
3566,0.17771839311931173,17.77,Low,Low Priority
3567,0.17767345080770597,17.77,Low,Low Priority
3568,0.17752827425348316,17.75,Low,Low Priority
3569,0.1775264801934503,17.75,Low,Low Priority
3570,0.17739350418630292,17.74,Low,Low Priority
3571,0.17737711026687844,17.74,Low,Low Priority
3572,0.1773446850345682,17.73,Low,Low Priority
3573,0.17715830873210014,17.72,Low,Low Priority
3574,0.1771475044238392,17.71,Low,Low Priority
3575,0.17703909469331242,17.7,Low,Low Priority
3576,0.17701050166036406,17.7,Low,Low Priority
3577,0.17699285522607225,17.7,Low,Low Priority
3578,0.17687106028137184,17.69,Low,Low Priority
3579,0.17685081672296063,17.69,Low,Low Priority
3580,0.1766298496452364,17.66,Low,Low Priority
3581,0.17654600818926391,17.65,Low,Low Priority
3582,0.17652147572026794,17.65,Low,Low Priority
3583,0.1764176451513846,17.64,Low,Low Priority
3584,0.1764043105515558,17.64,Low,Low Priority
3585,0.176290376424903,17.63,Low,Low Priority
3586,0.17621422475710483,17.62,Low,Low Priority
3587,0.17620492528039503,17.62,Low,Low Priority
3588,0.17620113130701792,17.62,Low,Low Priority
3589,0.17611511996075235,17.61,Low,Low Priority
3590,0.1759634436433256,17.6,Low,Low Priority
3591,0.1758420340919088,17.58,Low,Low Priority
3592,0.175815852929264,17.58,Low,Low Priority
3593,0.17577992453212357,17.58,Low,Low Priority
3594,0.17575117042382335,17.58,Low,Low Priority
3595,0.17572256073147255,17.57,Low,Low Priority
3596,0.175692565216445,17.57,Low,Low Priority
3597,0.17540557575950103,17.54,Low,Low Priority
3598,0.1746985533892452,17.47,Low,Low Priority
3599,0.17456196529094217,17.46,Low,Low Priority
3600,0.17454922855777488,17.45,Low,Low Priority
3601,0.17454278337565798,17.45,Low,Low Priority
3602,0.17439576962369058,17.44,Low,Low Priority
3603,0.1743507437718476,17.44,Low,Low Priority
3604,0.17415260923007478,17.42,Low,Low Priority
3605,0.17410474922077854,17.41,Low,Low Priority
3606,0.17407378064135734,17.41,Low,Low Priority
3607,0.1739757721964374,17.4,Low,Low Priority
3608,0.17387082890837238,17.39,Low,Low Priority
3609,0.17379809633810958,17.38,Low,Low Priority
3610,0.17369709738822492,17.37,Low,Low Priority
3611,0.17368662975370996,17.37,Low,Low Priority
3612,0.1736360509393984,17.36,Low,Low Priority
3613,0.1735414343148218,17.35,Low,Low Priority
3614,0.17336157392645174,17.34,Low,Low Priority
3615,0.17317194019023546,17.32,Low,Low Priority
3616,0.17293664825107774,17.29,Low,Low Priority
3617,0.17293485710107237,17.29,Low,Low Priority
3618,0.1728354418492309,17.28,Low,Low Priority
3619,0.1724073044664891,17.24,Low,Low Priority
3620,0.1722194024731579,17.22,Low,Low Priority
3621,0.17215992929949708,17.22,Low,Low Priority
3622,0.1721056561333903,17.21,Low,Low Priority
3623,0.17204181978903169,17.2,Low,Low Priority
3624,0.1718336536369747,17.18,Low,Low Priority
3625,0.1715958892416676,17.16,Low,Low Priority
3626,0.17156654331788207,17.16,Low,Low Priority
3627,0.17132920272558197,17.13,Low,Low Priority
3628,0.17132806565951042,17.13,Low,Low Priority
3629,0.17132309391092668,17.13,Low,Low Priority
3630,0.17128076950968232,17.13,Low,Low Priority
3631,0.17113505122521172,17.11,Low,Low Priority
3632,0.17093665121716295,17.09,Low,Low Priority
3633,0.17073991840197084,17.07,Low,Low Priority
3634,0.1700240656709538,17.0,Low,Low Priority
3635,0.16987695229668123,16.99,Low,Low Priority
3636,0.1697883218990433,16.98,Low,Low Priority
3637,0.16977762916469105,16.98,Low,Low Priority
3638,0.16973491409129662,16.97,Low,Low Priority
3639,0.1697170225536095,16.97,Low,Low Priority
3640,0.1696483089588318,16.96,Low,Low Priority
3641,0.16961604877218656,16.96,Low,Low Priority
3642,0.16959149826255832,16.96,Low,Low Priority
3643,0.1695439637515795,16.95,Low,Low Priority
3644,0.16944663199980659,16.94,Low,Low Priority
3645,0.16937464496191654,16.94,Low,Low Priority
3646,0.16926687313109035,16.93,Low,Low Priority
3647,0.1692210786254137,16.92,Low,Low Priority
3648,0.16914909296845895,16.91,Low,Low Priority
3649,0.16896123525395243,16.9,Low,Low Priority
3650,0.16848889252039556,16.85,Low,Low Priority
3651,0.16841767046159828,16.84,Low,Low Priority
3652,0.16819000902946057,16.82,Low,Low Priority
3653,0.16817299598837251,16.82,Low,Low Priority
3654,0.16815927663458918,16.82,Low,Low Priority
3655,0.16800172866024993,16.8,Low,Low Priority
3656,0.16788751010407488,16.79,Low,Low Priority
3657,0.16770371237647233,16.77,Low,Low Priority
3658,0.1674968028790026,16.75,Low,Low Priority
3659,0.1674705014754178,16.75,Low,Low Priority
3660,0.1674160473209688,16.74,Low,Low Priority
3661,0.1673121170767904,16.73,Low,Low Priority
3662,0.16730925066937033,16.73,Low,Low Priority
3663,0.16673668112725665,16.67,Low,Low Priority
3664,0.16657077483061922,16.66,Low,Low Priority
3665,0.16641964283898322,16.64,Low,Low Priority
3666,0.16640767085478864,16.64,Low,Low Priority
3667,0.16636746628595758,16.64,Low,Low Priority
3668,0.1662651117068827,16.63,Low,Low Priority
3669,0.1659423367772459,16.59,Low,Low Priority
3670,0.1658784463756614,16.59,Low,Low Priority
3671,0.1658708390158736,16.59,Low,Low Priority
3672,0.16569081659416787,16.57,Low,Low Priority
3673,0.1655164814986153,16.55,Low,Low Priority
3674,0.16538020078216617,16.54,Low,Low Priority
3675,0.1652293049029523,16.52,Low,Low Priority
3676,0.16502491149497434,16.5,Low,Low Priority
3677,0.16502159039955727,16.5,Low,Low Priority
3678,0.1647638189203936,16.48,Low,Low Priority
3679,0.1647630865558306,16.48,Low,Low Priority
3680,0.1646533367324994,16.47,Low,Low Priority
3681,0.1643811910295551,16.44,Low,Low Priority
3682,0.16415074078628247,16.42,Low,Low Priority
3683,0.164028193431598,16.4,Low,Low Priority
3684,0.16395858489854345,16.4,Low,Low Priority
3685,0.1637595588183551,16.38,Low,Low Priority
3686,0.16366498810471916,16.37,Low,Low Priority
3687,0.1634964663496521,16.35,Low,Low Priority
3688,0.1631254414408867,16.31,Low,Low Priority
3689,0.16303108858804435,16.3,Low,Low Priority
3690,0.16281485233659912,16.28,Low,Low Priority
3691,0.16267818991885255,16.27,Low,Low Priority
3692,0.16244637042720836,16.24,Low,Low Priority
3693,0.1623884015369054,16.24,Low,Low Priority
3694,0.1620700016771768,16.21,Low,Low Priority
3695,0.16188117819570683,16.19,Low,Low Priority
3696,0.1617413168428755,16.17,Low,Low Priority
3697,0.16169248135245623,16.17,Low,Low Priority
3698,0.1616481147501759,16.16,Low,Low Priority
3699,0.16157588488179186,16.16,Low,Low Priority
3700,0.16152973623569347,16.15,Low,Low Priority
3701,0.1615103615106934,16.15,Low,Low Priority
3702,0.16140905539621922,16.14,Low,Low Priority
3703,0.16140852575210518,16.14,Low,Low Priority
3704,0.16140491111344993,16.14,Low,Low Priority
3705,0.1613242727037454,16.13,Low,Low Priority
3706,0.16127928252990748,16.13,Low,Low Priority
3707,0.16121979126423366,16.12,Low,Low Priority
3708,0.16116502794572812,16.12,Low,Low Priority
3709,0.16107194920229942,16.11,Low,Low Priority
3710,0.16099030782248594,16.1,Low,Low Priority
3711,0.160982889061881,16.1,Low,Low Priority
3712,0.1608115455700966,16.08,Low,Low Priority
3713,0.1607388816827938,16.07,Low,Low Priority
3714,0.16065484874289085,16.07,Low,Low Priority
3715,0.16051425043392625,16.05,Low,Low Priority
3716,0.16047043076555942,16.05,Low,Low Priority
3717,0.1603023514531434,16.03,Low,Low Priority
3718,0.16029908827944425,16.03,Low,Low Priority
3719,0.1602948458783749,16.03,Low,Low Priority
3720,0.1602488911678493,16.02,Low,Low Priority
3721,0.1600052811776112,16.0,Low,Low Priority
3722,0.15968111790168862,15.97,Low,Low Priority
3723,0.15960849722987344,15.96,Low,Low Priority
3724,0.1595577452444413,15.96,Low,Low Priority
3725,0.1595212281127311,15.95,Low,Low Priority
3726,0.1593928054548655,15.94,Low,Low Priority
3727,0.1592850045221342,15.93,Low,Low Priority
3728,0.15927479904343542,15.93,Low,Low Priority
3729,0.15923705112023023,15.92,Low,Low Priority
3730,0.15921963584654364,15.92,Low,Low Priority
3731,0.15921189185147308,15.92,Low,Low Priority
3732,0.15910330929083402,15.91,Low,Low Priority
3733,0.15909734674458753,15.91,Low,Low Priority
3734,0.1590410916860041,15.9,Low,Low Priority
3735,0.15885723625682932,15.89,Low,Low Priority
3736,0.15881841300118002,15.88,Low,Low Priority
3737,0.15877270036545887,15.88,Low,Low Priority
3738,0.1587426513540079,15.87,Low,Low Priority
3739,0.15866561923407993,15.87,Low,Low Priority
3740,0.15856347911291682,15.86,Low,Low Priority
3741,0.15850960313917206,15.85,Low,Low Priority
3742,0.15843963166886918,15.84,Low,Low Priority
3743,0.15833511011867585,15.83,Low,Low Priority
3744,0.15830559298568864,15.83,Low,Low Priority
3745,0.15829316035870186,15.83,Low,Low Priority
3746,0.15817290308169316,15.82,Low,Low Priority
3747,0.1581436627674005,15.81,Low,Low Priority
3748,0.15809419301421726,15.81,Low,Low Priority
3749,0.15806255232227795,15.81,Low,Low Priority
3750,0.15804544266392073,15.8,Low,Low Priority
3751,0.15797684051176702,15.8,Low,Low Priority
3752,0.15784278477492342,15.78,Low,Low Priority
3753,0.15777460718682398,15.78,Low,Low Priority
3754,0.15775965136678163,15.78,Low,Low Priority
3755,0.15773045634864016,15.77,Low,Low Priority
3756,0.15764972418920503,15.76,Low,Low Priority
3757,0.15751195779613625,15.75,Low,Low Priority
3758,0.15748245965788135,15.75,Low,Low Priority
3759,0.15737406119143804,15.74,Low,Low Priority
3760,0.15723788296534658,15.72,Low,Low Priority
3761,0.15687249206182483,15.69,Low,Low Priority
3762,0.15672763366549178,15.67,Low,Low Priority
3763,0.15660886152459733,15.66,Low,Low Priority
3764,0.156458113217046,15.65,Low,Low Priority
3765,0.15639291919461046,15.64,Low,Low Priority
3766,0.15617498576238817,15.62,Low,Low Priority
3767,0.15603459877238474,15.6,Low,Low Priority
3768,0.1560175242952636,15.6,Low,Low Priority
3769,0.15599841816288768,15.6,Low,Low Priority
3770,0.15594164453105697,15.59,Low,Low Priority
3771,0.15578815229689918,15.58,Low,Low Priority
3772,0.1557703439893179,15.58,Low,Low Priority
3773,0.15549840711072319,15.55,Low,Low Priority
3774,0.15549306445706262,15.55,Low,Low Priority
3775,0.15544365803214286,15.54,Low,Low Priority
3776,0.15538941741185777,15.54,Low,Low Priority
3777,0.15533590806328593,15.53,Low,Low Priority
3778,0.1551942018537843,15.52,Low,Low Priority
3779,0.1551797490649033,15.52,Low,Low Priority
3780,0.1551590430503447,15.52,Low,Low Priority
3781,0.15495435616841036,15.5,Low,Low Priority
3782,0.15485500901609633,15.49,Low,Low Priority
3783,0.15479516212727923,15.48,Low,Low Priority
3784,0.15477798540482618,15.48,Low,Low Priority
3785,0.15446212244040028,15.45,Low,Low Priority
3786,0.1543817962341945,15.44,Low,Low Priority
3787,0.1543288625033729,15.43,Low,Low Priority
3788,0.1542744010805097,15.43,Low,Low Priority
3789,0.15424766386068717,15.42,Low,Low Priority
3790,0.15411898848179592,15.41,Low,Low Priority
3791,0.1540167741485815,15.4,Low,Low Priority
3792,0.15394977482094127,15.39,Low,Low Priority
3793,0.15386855187131385,15.39,Low,Low Priority
3794,0.15373955816004495,15.37,Low,Low Priority
3795,0.1537279342120256,15.37,Low,Low Priority
3796,0.1536893864631622,15.37,Low,Low Priority
3797,0.15354522278622892,15.35,Low,Low Priority
3798,0.15352704229308742,15.35,Low,Low Priority
3799,0.15340423707073084,15.34,Low,Low Priority
3800,0.15328039615159272,15.33,Low,Low Priority
3801,0.15298700939039983,15.3,Low,Low Priority
3802,0.15297544597128981,15.3,Low,Low Priority
3803,0.15283939686512396,15.28,Low,Low Priority
3804,0.15278847172105456,15.28,Low,Low Priority
3805,0.1527772151745576,15.28,Low,Low Priority
3806,0.1527101849217937,15.27,Low,Low Priority
3807,0.15269160197728948,15.27,Low,Low Priority
3808,0.15261725485098687,15.26,Low,Low Priority
3809,0.15259254705284972,15.26,Low,Low Priority
3810,0.15256548470547202,15.26,Low,Low Priority
3811,0.15255642128464467,15.26,Low,Low Priority
3812,0.1524464489404308,15.24,Low,Low Priority
3813,0.1524244228307582,15.24,Low,Low Priority
3814,0.15228704326874232,15.23,Low,Low Priority
3815,0.15214047105664624,15.21,Low,Low Priority
3816,0.15207972506352216,15.21,Low,Low Priority
3817,0.15190657316207723,15.19,Low,Low Priority
3818,0.1517970387347013,15.18,Low,Low Priority
3819,0.15168913237316242,15.17,Low,Low Priority
3820,0.15157159445930618,15.16,Low,Low Priority
3821,0.1515371627670112,15.15,Low,Low Priority
3822,0.15142668808609236,15.14,Low,Low Priority
3823,0.15116390256308143,15.12,Low,Low Priority
3824,0.15079552326473128,15.08,Low,Low Priority
3825,0.15076686037807105,15.08,Low,Low Priority
3826,0.15053518708795352,15.05,Low,Low Priority
3827,0.150443077845062,15.04,Low,Low Priority
3828,0.15039514394695283,15.04,Low,Low Priority
3829,0.15034333912059158,15.03,Low,Low Priority
3830,0.15024049055309358,15.02,Low,Low Priority
3831,0.15018284721412126,15.02,Low,Low Priority
3832,0.1500725253019702,15.01,Low,Low Priority
3833,0.15007076330709238,15.01,Low,Low Priority
3834,0.15005321852761438,15.01,Low,Low Priority
3835,0.14991641505604789,14.99,Low,Low Priority
3836,0.14986964210923573,14.99,Low,Low Priority
3837,0.14957201640376894,14.96,Low,Low Priority
3838,0.14954532652077263,14.95,Low,Low Priority
3839,0.1494471041912664,14.94,Low,Low Priority
3840,0.14944384817229636,14.94,Low,Low Priority
3841,0.1494339992272518,14.94,Low,Low Priority
3842,0.14939890897393596,14.94,Low,Low Priority
3843,0.14927614739696385,14.93,Low,Low Priority
3844,0.14927147750814823,14.93,Low,Low Priority
3845,0.1491211066236078,14.91,Low,Low Priority
3846,0.14894507581000507,14.89,Low,Low Priority
3847,0.14893597493807553,14.89,Low,Low Priority
3848,0.1486857820748928,14.87,Low,Low Priority
3849,0.14856599564883516,14.86,Low,Low Priority
3850,0.14833557925645904,14.83,Low,Low Priority
3851,0.1483147566094704,14.83,Low,Low Priority
3852,0.14819925397293573,14.82,Low,Low Priority
3853,0.14817350030625948,14.82,Low,Low Priority
3854,0.14795833487800836,14.8,Low,Low Priority
3855,0.14780686267573181,14.78,Low,Low Priority
3856,0.14771541374613728,14.77,Low,Low Priority
3857,0.14763868409542344,14.76,Low,Low Priority
3858,0.14754021298401526,14.75,Low,Low Priority
3859,0.1474533913508885,14.75,Low,Low Priority
3860,0.1473846681071312,14.74,Low,Low Priority
3861,0.14721968343695022,14.72,Low,Low Priority
3862,0.14675507140210942,14.68,Low,Low Priority
3863,0.14664006704595633,14.66,Low,Low Priority
3864,0.1464478796916215,14.64,Low,Low Priority
3865,0.14640503809803845,14.64,Low,Low Priority
3866,0.14629590893031735,14.63,Low,Low Priority
3867,0.14614708551975045,14.61,Low,Low Priority
3868,0.14608035474143113,14.61,Low,Low Priority
3869,0.146016089467745,14.6,Low,Low Priority
3870,0.14595524588687264,14.6,Low,Low Priority
3871,0.14591398150630655,14.59,Low,Low Priority
3872,0.14562387382276426,14.56,Low,Low Priority
3873,0.14557482843561023,14.56,Low,Low Priority
3874,0.14548217409228234,14.55,Low,Low Priority
3875,0.1454447817335519,14.54,Low,Low Priority
3876,0.14530768326479376,14.53,Low,Low Priority
3877,0.1451247671333656,14.51,Low,Low Priority
3878,0.14511228120390487,14.51,Low,Low Priority
3879,0.1450426225546416,14.5,Low,Low Priority
3880,0.14492303219423522,14.49,Low,Low Priority
3881,0.14488961406872955,14.49,Low,Low Priority
3882,0.14488361329045443,14.49,Low,Low Priority
3883,0.14485518782118526,14.49,Low,Low Priority
3884,0.14476864078780985,14.48,Low,Low Priority
3885,0.14461440325853786,14.46,Low,Low Priority
3886,0.14453717386451984,14.45,Low,Low Priority
3887,0.14442026544835754,14.44,Low,Low Priority
3888,0.1443679736512044,14.44,Low,Low Priority
3889,0.1443073548310957,14.43,Low,Low Priority
3890,0.14396439755971818,14.4,Low,Low Priority
3891,0.14392109745201864,14.39,Low,Low Priority
3892,0.1438896231525853,14.39,Low,Low Priority
3893,0.14384681943090483,14.38,Low,Low Priority
3894,0.14378281480434335,14.38,Low,Low Priority
3895,0.14364289923851087,14.36,Low,Low Priority
3896,0.14345902557790016,14.35,Low,Low Priority
3897,0.14340939246560747,14.34,Low,Low Priority
3898,0.14312538698158225,14.31,Low,Low Priority
3899,0.14306030729140007,14.31,Low,Low Priority
3900,0.14292515671863407,14.29,Low,Low Priority
3901,0.14291175435984596,14.29,Low,Low Priority
3902,0.14273845526562595,14.27,Low,Low Priority
3903,0.14270556006350776,14.27,Low,Low Priority
3904,0.1426194889748677,14.26,Low,Low Priority
3905,0.1424594928869583,14.25,Low,Low Priority
3906,0.14240142884153603,14.24,Low,Low Priority
3907,0.14231748871828376,14.23,Low,Low Priority
3908,0.14231580880831393,14.23,Low,Low Priority
3909,0.1422316319207494,14.22,Low,Low Priority
3910,0.14221410791797,14.22,Low,Low Priority
3911,0.1421918323807369,14.22,Low,Low Priority
3912,0.14184439374653118,14.18,Low,Low Priority
3913,0.14179879951212113,14.18,Low,Low Priority
3914,0.14158746137382405,14.16,Low,Low Priority
3915,0.14157360034220276,14.16,Low,Low Priority
3916,0.14149726940169835,14.15,Low,Low Priority
3917,0.14147351071092035,14.15,Low,Low Priority
3918,0.1413796618603681,14.14,Low,Low Priority
3919,0.14128787193015524,14.13,Low,Low Priority
3920,0.14112595719186838,14.11,Low,Low Priority
3921,0.14092092425387395,14.09,Low,Low Priority
3922,0.14084936168845624,14.08,Low,Low Priority
3923,0.1407340332516526,14.07,Low,Low Priority
3924,0.14051025237619902,14.05,Low,Low Priority
3925,0.14006346988294288,14.01,Low,Low Priority
3926,0.1399287745234501,13.99,Low,Low Priority
3927,0.13991693723151394,13.99,Low,Low Priority
3928,0.13990142933000407,13.99,Low,Low Priority
3929,0.13986477944078826,13.99,Low,Low Priority
3930,0.13963358077878066,13.96,Low,Low Priority
3931,0.13959015956114776,13.96,Low,Low Priority
3932,0.13902675591776298,13.9,Low,Low Priority
3933,0.13883551114915313,13.88,Low,Low Priority
3934,0.1387691477326885,13.88,Low,Low Priority
3935,0.13874846940479565,13.87,Low,Low Priority
3936,0.13872931509803438,13.87,Low,Low Priority
3937,0.138461769567875,13.85,Low,Low Priority
3938,0.13833384191894618,13.83,Low,Low Priority
3939,0.1383309399206037,13.83,Low,Low Priority
3940,0.13822669081661842,13.82,Low,Low Priority
3941,0.13821598386366057,13.82,Low,Low Priority
3942,0.1380113861544767,13.8,Low,Low Priority
3943,0.13788466200972624,13.79,Low,Low Priority
3944,0.1378606928237042,13.79,Low,Low Priority
3945,0.1377863659544694,13.78,Low,Low Priority
3946,0.13749730096010296,13.75,Low,Low Priority
3947,0.13744009121174552,13.74,Low,Low Priority
3948,0.13743865335018243,13.74,Low,Low Priority
3949,0.13724880037117443,13.72,Low,Low Priority
3950,0.13716599706299534,13.72,Low,Low Priority
3951,0.13698388705612397,13.7,Low,Low Priority
3952,0.13687372112647264,13.69,Low,Low Priority
3953,0.13686956852068016,13.69,Low,Low Priority
3954,0.1366138236972862,13.66,Low,Low Priority
3955,0.1365849617718013,13.66,Low,Low Priority
3956,0.13598982395490009,13.6,Low,Low Priority
3957,0.13593204969904796,13.59,Low,Low Priority
3958,0.13589594247107947,13.59,Low,Low Priority
3959,0.13583607043298798,13.58,Low,Low Priority
3960,0.13576691298966906,13.58,Low,Low Priority
3961,0.13566102121365828,13.57,Low,Low Priority
3962,0.13559728624669645,13.56,Low,Low Priority
3963,0.13510149597369353,13.51,Low,Low Priority
3964,0.13503459416370664,13.5,Low,Low Priority
3965,0.13503023407379125,13.5,Low,Low Priority
3966,0.13479253686443707,13.48,Low,Low Priority
3967,0.1347745948479843,13.48,Low,Low Priority
3968,0.13455885861717837,13.46,Low,Low Priority
3969,0.134525344742138,13.45,Low,Low Priority
3970,0.1345222296942364,13.45,Low,Low Priority
3971,0.1344773957657496,13.45,Low,Low Priority
