gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CustomerLifetimeValue,EstimatedAnnualRevenue,AverageMonthlySpend,ContractWeight,LoyaltyScore,TenureCategory,ServiceCount,RetentionScore,SupportUsageScore,InternetUsageCategory,HighValueCustomer,PremiumCustomer,CustomerValueScore,CustomerRiskScore
Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.75,25.75,No,25.75,309.0,25.75,1,10.7,New Customer,2,10.6,0,No Internet Service,0,0,5.15,92.5
Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.6,114.7,Yes,99.2,595.2,49.6,1,11.4,New Customer,2,11.2,1,Standard Internet,0,0,5.88,92.0
Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.95,109.5,No,125.7,251.4,20.95,1,14.2,New Customer,1,8.6,0,No Internet Service,0,0,4.74,93.74
Female,0,Yes,No,48,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.05,4692.95,No,4658.4,1164.6,97.05,2,53.6,Established Customer,5,53.8,2,High-Speed Internet,1,1,58.21,40.48
Male,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.4,546.85,No,635.0,304.8,25.4,1,27.5,Established Customer,2,25.0,0,No Internet Service,0,0,15.94,80.45
Male,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.7,1274.05,No,1260.8,236.4,19.7,3,74.8,Loyal Customer,1,43.4,0,No Internet Service,0,0,37.46,30.27
Male,0,No,No,50,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,35.0,1782.4,No,1750.0,420.0,35.0,1,45.0,Loyal Customer,2,40.0,2,Standard Internet,0,0,30.0,67.89
Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),101.25,5301.1,No,5265.0,1215.0,101.25,2,56.4,Loyal Customer,5,56.2,1,High-Speed Internet,1,1,62.96,38.47
Male,1,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,280.35,No,280.8,842.4,70.2,1,12.8,New Customer,1,7.4,0,High-Speed Internet,0,0,5.05,94.74
Female,1,No,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.95,2897.95,No,2910.4,1091.4,90.95,1,32.4,Established Customer,3,34.2,0,High-Speed Internet,0,1,33.86,73.18
Male,0,Yes,Yes,45,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),73.85,3371.0,No,3323.25,886.2,73.85,3,61.5,Established Customer,6,57.0,3,Standard Internet,0,0,56.3,21.06
Male,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.05,801.3,No,792.45,1056.6,88.05,1,16.3,New Customer,4,25.4,1,High-Speed Internet,0,0,17.04,80.98
Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.95,6975.25,Yes,6992.7,1271.4,105.95,2,66.2,Loyal Customer,6,69.6,2,High-Speed Internet,1,1,79.78,27.69
Male,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.85,257.05,Yes,275.55,1102.2,91.85,1,12.1,New Customer,4,21.8,1,High-Speed Internet,0,1,12.21,84.0
Female,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,1079.45,No,1085.4,241.2,20.1,3,67.8,Loyal Customer,1,37.4,0,No Internet Service,0,0,33.42,35.29
Female,0,Yes,Yes,1,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,40.1,40.1,Yes,40.1,481.2,40.1,1,10.7,New Customer,2,10.6,1,Standard Internet,0,0,5.23,92.5
Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),110.3,6997.3,No,7059.2,1323.6,110.3,3,74.8,Loyal Customer,7,73.4,3,High-Speed Internet,1,1,86.37,7.77
Female,1,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.9,2217.15,Yes,2290.9,886.8,73.9,1,31.7,Established Customer,2,28.6,0,High-Speed Internet,0,0,27.44,77.44
Female,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.8,1129.1,Yes,1257.2,1077.6,89.8,1,19.8,Developing Customer,3,23.4,0,High-Speed Internet,0,0,18.77,82.22
Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),85.15,979.05,No,1021.8,1021.8,85.15,2,28.4,New Customer,3,22.2,1,High-Speed Internet,0,0,21.09,66.05
Male,1,Yes,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),60.95,4119.4,No,4083.65,731.4,60.95,2,66.9,Loyal Customer,4,60.2,3,Standard Internet,1,0,58.07,34.68
Female,0,Yes,Yes,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,72.25,2568.55,Yes,2528.75,867.0,72.25,1,34.5,Established Customer,6,51.0,3,Standard Internet,0,0,40.03,60.43
Female,0,No,No,45,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,73.55,3349.1,No,3309.75,882.6,73.55,3,61.5,Established Customer,5,52.0,2,Standard Internet,0,0,53.72,24.81
Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.0,492.1,No,460.0,552.0,46.0,1,17.0,New Customer,1,11.0,0,Standard Internet,0,0,7.9,91.73
Female,1,No,No,29,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58.55,1718.95,No,1697.95,702.6,58.55,1,30.3,Established Customer,4,37.4,2,Standard Internet,0,0,28.37,70.94
Female,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.6,605.25,No,590.4,295.2,24.6,2,36.8,Developing Customer,2,24.4,0,No Internet Service,0,0,19.69,63.78
Male,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.75,1344.5,No,1303.5,237.0,19.75,3,76.2,Loyal Customer,1,44.6,0,No Internet Service,0,0,38.32,29.26
Male,0,No,No,51,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,86.35,4267.15,No,4403.85,1036.2,86.35,2,55.7,Loyal Customer,3,45.6,1,High-Speed Internet,1,0,52.62,46.47
Female,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,1121.05,No,1147.5,306.0,25.5,3,61.5,Established Customer,2,37.0,0,No Internet Service,0,0,33.58,36.06
Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.0,918.7,No,931.0,228.0,19.0,2,54.3,Loyal Customer,1,34.4,0,No Internet Service,0,0,26.71,54.97
Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.55,521.8,No,566.95,234.6,19.55,3,50.3,Established Customer,1,22.4,0,No Internet Service,0,0,22.86,47.84
Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),110.1,4469.1,No,4404.0,1321.2,110.1,1,38.0,Established Customer,7,59.0,3,High-Speed Internet,1,1,55.0,54.17
Female,1,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.55,3580.3,Yes,3572.35,1158.6,96.55,1,35.9,Established Customer,4,42.2,0,High-Speed Internet,0,1,41.74,66.92
Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.75,1729.35,No,1743.75,837.0,69.75,1,27.5,Established Customer,1,20.0,0,High-Speed Internet,0,0,19.93,84.2
Female,0,No,No,22,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.6,1073.3,No,1113.2,607.2,50.6,1,25.4,Developing Customer,3,28.2,1,Standard Internet,0,0,20.34,78.2
Male,0,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.6,4566.5,No,4723.2,787.2,65.6,3,80.4,Loyal Customer,6,73.2,4,Standard Internet,1,0,72.62,7.5
Female,0,No,No,7,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.1,293.3,Yes,280.7,481.2,40.1,1,14.9,New Customer,2,14.2,1,Standard Internet,0,0,8.45,89.49
Male,0,Yes,Yes,33,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),82.1,2603.1,No,2709.3,985.2,82.1,3,53.1,Established Customer,6,49.8,3,Standard Internet,0,0,49.09,27.08
Female,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,79.1,1783.75,No,1819.3,949.2,79.1,1,26.1,Developing Customer,3,28.8,2,High-Speed Internet,0,0,24.77,77.7
Male,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,2440.15,Yes,2430.0,1215.0,101.25,1,26.8,Developing Customer,5,39.4,1,High-Speed Internet,0,1,33.64,69.7
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.55,79.55,Yes,79.55,954.6,79.55,1,10.7,New Customer,2,10.6,0,High-Speed Internet,0,0,5.47,92.5
Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,90.65,6322.1,No,6254.85,1087.8,90.65,3,78.3,Loyal Customer,8,81.4,4,Standard Internet,1,1,85.67,1.51
Female,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,57.4,No,61.65,246.6,20.55,2,22.1,New Customer,1,6.8,0,No Internet Service,0,0,7.77,78.07
Male,0,No,No,56,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.75,4284.65,No,4242.0,909.0,75.75,2,59.2,Loyal Customer,5,58.6,2,Standard Internet,1,0,58.18,36.46
Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.0,7138.65,No,7150.0,1320.0,110.0,2,65.5,Loyal Customer,7,74.0,3,High-Speed Internet,1,1,82.9,24.44
Male,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.85,1539.75,No,1480.35,250.2,20.85,2,69.7,Loyal Customer,1,47.6,0,No Internet Service,0,0,36.55,43.93
Female,1,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,1058.1,No,1124.9,964.2,80.35,1,19.8,Developing Customer,3,23.4,1,High-Speed Internet,0,0,18.0,82.22
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,123.8,No,140.3,841.8,70.15,1,11.4,New Customer,1,6.2,0,High-Speed Internet,0,0,3.62,95.75
Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,84.05,2781.85,Yes,2689.6,1008.6,84.05,2,42.4,Established Customer,3,34.2,0,High-Speed Internet,0,0,36.87,56.01
Male,0,No,No,40,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,67.45,2731.0,No,2698.0,809.4,67.45,1,38.0,Established Customer,4,44.0,2,Standard Internet,0,0,37.53,65.42
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.75,20.75,No,20.75,249.0,20.75,1,10.7,New Customer,1,5.6,0,No Internet Service,0,0,2.62,96.25
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.1,89.1,Yes,89.1,1069.2,89.1,1,10.7,New Customer,3,15.6,0,High-Speed Internet,0,0,8.02,88.75
Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.9,497.3,No,489.3,838.8,69.9,1,14.9,New Customer,1,9.2,0,High-Speed Internet,0,0,7.17,93.24
Female,0,Yes,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.1,711.15,No,766.5,613.2,51.1,1,20.5,Developing Customer,2,19.0,0,Standard Internet,0,0,13.7,85.47
Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.4,1607.2,Yes,1604.8,1132.8,94.4,1,21.9,Developing Customer,5,35.2,2,High-Speed Internet,0,1,26.71,73.22
Male,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.25,1490.95,Yes,1486.75,939.0,78.25,1,23.3,Developing Customer,3,26.4,2,High-Speed Internet,0,0,21.62,79.71
Male,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.55,1898.1,No,1814.05,306.6,25.55,3,79.7,Loyal Customer,2,52.6,0,No Internet Service,0,0,45.31,23.0
Female,0,Yes,Yes,54,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),60.0,3273.95,No,3240.0,720.0,60.0,3,67.8,Loyal Customer,4,52.4,2,Standard Internet,0,0,53.52,24.04
Male,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),90.55,2929.75,No,2807.05,1086.6,90.55,1,31.7,Established Customer,5,43.6,3,High-Speed Internet,0,1,37.95,66.19
Female,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,76.4,838.7,No,840.4,916.8,76.4,1,17.7,New Customer,2,16.6,1,High-Speed Internet,0,0,12.93,87.48
Female,1,No,No,18,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.95,1443.65,No,1529.1,1019.4,84.95,1,22.6,Developing Customer,3,25.8,1,High-Speed Internet,0,0,21.56,80.21
Female,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.1,7746.7,No,7927.2,1321.2,110.1,3,80.4,Loyal Customer,7,78.2,3,High-Speed Internet,1,1,93.86,3.75
Female,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.65,6951.15,No,7075.15,1195.8,99.65,1,59.7,Loyal Customer,5,67.6,1,High-Speed Internet,1,1,74.97,46.1
Male,1,No,No,5,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),45.4,214.75,No,227.0,544.8,45.4,1,13.5,New Customer,3,18.0,2,Standard Internet,0,0,10.03,86.74
Male,0,Yes,No,38,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),69.0,2669.45,No,2622.0,828.0,69.0,2,46.6,Established Customer,5,47.8,2,Standard Internet,0,0,43.29,45.5
Male,0,No,Yes,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.65,235.2,No,243.25,583.8,48.65,1,13.5,New Customer,2,13.0,1,Standard Internet,0,0,7.63,90.49
Male,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.15,92.65,Yes,88.3,529.8,44.15,1,11.4,New Customer,1,6.2,0,Standard Internet,0,0,3.32,95.75
Female,1,No,No,52,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),59.85,3103.25,No,3112.2,718.2,59.85,3,66.4,Loyal Customer,4,51.2,2,Standard Internet,0,0,52.17,25.04
Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,606.25,Yes,606.0,909.0,75.75,1,15.6,New Customer,2,14.8,0,High-Speed Internet,0,0,10.65,88.98
Female,0,No,No,68,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,80.65,5330.2,No,5484.2,967.8,80.65,3,77.6,Loyal Customer,6,70.8,2,Standard Internet,1,0,75.87,9.51
Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1403.1,No,1417.95,246.6,20.55,2,68.3,Loyal Customer,1,46.4,0,No Internet Service,0,0,35.58,44.93
Female,0,Yes,No,42,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),66.4,2727.8,No,2788.8,796.8,66.4,1,39.4,Established Customer,5,50.2,3,Standard Internet,0,0,41.16,60.66
Female,0,No,No,50,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,100.2,5038.45,No,5010.0,1202.4,100.2,3,65.0,Loyal Customer,5,55.0,2,High-Speed Internet,1,1,65.17,22.3
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.1,19.1,Yes,19.1,229.2,19.1,1,10.7,New Customer,1,5.6,0,No Internet Service,0,0,2.61,96.25
Male,1,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.3,80.3,Yes,80.3,963.6,80.3,1,10.7,New Customer,3,15.6,1,High-Speed Internet,0,0,7.97,88.75
Male,0,Yes,No,33,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.55,1462.6,No,1470.15,534.6,44.55,1,33.1,Established Customer,1,24.8,0,Standard Internet,0,0,20.74,80.18
Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,150.6,No,142.45,244.2,20.35,1,14.9,New Customer,1,9.2,0,No Internet Service,0,0,5.14,93.24
Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,91.8,5960.5,No,5875.2,1101.6,91.8,1,54.8,Loyal Customer,5,63.4,3,High-Speed Internet,1,1,65.84,49.61
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,74.9,Yes,74.9,898.8,74.9,1,10.7,New Customer,2,10.6,1,High-Speed Internet,0,0,5.44,92.5
Male,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.2,1192.3,No,1191.8,242.4,20.2,3,71.3,Loyal Customer,1,40.4,0,No Internet Service,0,0,35.55,32.78
Female,0,Yes,No,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.35,314.55,No,302.1,604.2,50.35,1,14.2,New Customer,2,13.6,0,Standard Internet,0,0,8.27,89.99
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.8,56.0,No,56.4,225.6,18.8,1,12.1,New Customer,1,6.8,0,No Internet Service,0,0,3.43,95.25
Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.45,330.8,No,306.75,245.4,20.45,1,20.5,Developing Customer,1,14.0,0,No Internet Service,0,0,8.51,89.22
Male,0,Yes,Yes,13,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,64.75,877.35,No,841.75,777.0,64.75,2,29.1,Developing Customer,3,22.8,0,Standard Internet,0,0,20.34,65.55
Female,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.7,2249.1,No,2270.1,1184.4,98.7,1,26.1,Developing Customer,5,38.8,1,High-Speed Internet,0,1,32.4,70.2
Male,1,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,89.45,2807.65,No,2772.95,1073.4,89.45,1,31.7,Established Customer,4,38.6,1,High-Speed Internet,0,0,35.25,69.94
Male,0,No,No,29,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,58.75,1696.2,No,1703.75,705.0,58.75,2,40.3,Established Customer,4,37.4,3,Standard Internet,0,0,32.7,53.77
Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.7,1032.05,No,1014.3,248.4,20.7,2,54.3,Loyal Customer,1,34.4,0,No Internet Service,0,0,27.2,54.97
Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.6,4902.8,No,4793.6,1027.2,85.6,1,49.2,Loyal Customer,3,48.6,0,High-Speed Internet,1,0,52.1,61.13
Female,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),80.3,4995.35,No,5058.9,963.6,80.3,3,74.1,Loyal Customer,7,72.8,4,Standard Internet,1,0,74.37,8.27
Male,0,Yes,No,63,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),79.8,5034.05,No,5027.4,957.6,79.8,3,74.1,Loyal Customer,6,67.8,2,Standard Internet,1,0,71.69,12.02
Male,1,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.85,1857.75,No,1916.4,958.2,79.85,1,26.8,Developing Customer,3,29.4,1,High-Speed Internet,0,0,25.64,77.2
Male,1,Yes,No,36,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),54.1,1992.85,No,1947.6,649.2,54.1,2,45.2,Established Customer,3,36.6,2,Standard Internet,0,0,33.74,54.0
Female,1,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,751.65,Yes,727.65,970.2,80.85,1,16.3,New Customer,2,15.4,0,High-Speed Internet,0,0,11.67,88.48
Male,0,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,66.95,Yes,74.25,297.0,24.75,1,12.1,New Customer,0,1.8,0,Standard Internet,0,0,1.04,99.0
Female,0,Yes,No,21,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,80.9,1714.95,No,1698.9,970.8,80.9,2,34.7,Developing Customer,6,42.6,3,Standard Internet,0,0,35.27,50.28
Male,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.5,343.6,No,318.5,294.0,24.5,2,29.1,Developing Customer,2,17.8,0,No Internet Service,0,0,14.78,69.3
Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.15,20.15,No,20.15,241.8,20.15,1,10.7,New Customer,1,5.6,0,No Internet Service,0,0,2.62,96.25
Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,520.1,No,501.25,240.6,20.05,2,37.5,Established Customer,1,20.0,0,No Internet Service,0,0,16.97,67.02
Male,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.6,1387.45,No,1391.6,235.2,19.6,3,79.7,Loyal Customer,1,47.6,0,No Internet Service,0,0,40.34,26.75
Male,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),114.3,7383.7,No,7543.8,1371.6,114.3,2,66.2,Loyal Customer,8,79.6,4,High-Speed Internet,1,1,88.0,20.19
Female,0,No,No,45,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,100.3,4483.95,No,4513.5,1203.6,100.3,2,51.5,Established Customer,5,52.0,2,High-Speed Internet,1,1,56.46,41.98
Female,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.0,1706.45,No,1760.0,960.0,80.0,1,25.4,Developing Customer,2,23.2,0,High-Speed Internet,0,0,21.62,81.95
Female,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.85,1327.4,No,1396.95,250.2,20.85,2,66.9,Loyal Customer,1,45.2,0,No Internet Service,0,0,34.86,45.93
Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),89.95,5974.3,No,6116.6,1079.4,89.95,3,77.6,Loyal Customer,4,60.8,1,High-Speed Internet,1,1,74.56,17.01
Female,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,1397.475,No,0.0,240.0,20.0,3,30.0,New Customer,1,5.0,0,No Internet Service,0,0,10.81,62.4
Female,1,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,4515.85,Yes,4451.65,1090.2,90.85,1,44.3,Loyal Customer,4,49.4,1,High-Speed Internet,1,1,50.5,60.9
Female,1,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,48.75,179.85,No,195.0,585.0,48.75,1,12.8,New Customer,2,12.4,0,Standard Internet,0,0,7.04,90.99
Male,0,Yes,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),80.0,5040.2,No,5040.0,960.0,80.0,2,64.1,Loyal Customer,7,72.8,4,Standard Internet,1,0,69.96,25.44
Female,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),79.7,165.0,Yes,159.4,956.4,79.7,1,11.4,New Customer,3,16.2,2,High-Speed Internet,0,0,8.73,88.25
